,,,,US STOCKS,,,BONDS,,CASH,BILLS,INFLATION,,
,Morningstar,Yahoo,Ibbottson,,Ibbottson,Ibbottson,,Ibbottson,FRED (TB4WK),,Ibbottson,FRED (CPIAUCSL),
date,AGG,SP500TR,Large Caps,Spliced H+G,Mid-Treasuries,Mid-Corporate Bonds,Spliced B+40%F+60%G,30 day Treas Bills,4-Week Bill,Spliced I+J,,,Spliced L+M
3/31/2015,1945.63,3805.27,,3805.27,,,1945.63,,0.02,20.801,,235.859,235.859
4/30/2015,1938.649,3841.78,,3841.78,,,1938.649,,0.02,20.806,,236.197,236.197
5/29/2015,1933.98,3891.18,,3891.18,,,1933.98,,0.01,20.81,,236.876,236.876
6/30/2015,1912.892,3815.85,,3815.85,,,1912.892,,0,20.814,,237.423,237.423
7/31/2015,1926.189,3895.8,,3895.8,,,1926.189,,0.03,20.816,,237.734,237.734
8/31/2015,1923.423,3660.75,,3660.75,,,1923.423,,0.03,20.816,,237.703,237.703
9/30/2015,1936.434,3570.17,,3570.17,,,1936.434,,0,20.822,,237.489,237.489
10/30/2015,1936.755,3871.33,,3871.33,,,1936.755,,0.01,20.829,,237.949,237.949
11/30/2015,1931.639,3882.84,,3882.84,,,1931.639,,0.07,20.829,,238.302,238.302
12/31/2015,1925.396,3821.6,,3821.6,,,1925.396,,0.17,20.831,,238.041,238.041
1/29/2016,1951.892,3631.96,,3631.96,,,1951.892,,0.22,20.845,,238.107,238.107
2/29/2016,1965.739,3627.06,,3627.06,,,1965.739,,0.25,20.881,,237.707,237.707
3/31/2016,1983.774,3873.11,,3873.11,,,1983.774,,0.25,20.927,,237.92,237.92
4/29/2016,1991.389,3888.13,,3888.13,,,1991.389,,0.19,20.979,,238.89,238.89
5/31/2016,1991.9,3957.95,,3957.95,,,1991.9,,0.22,21.031,,239.403,239.403
6/30/2016,2027.69,3968.21,,3968.21,,,2027.69,,0.22,21.071,,239.907,239.907
7/29/2016,2040.509,4114.51,,4114.51,,,2040.509,,0.26,21.118,,239.81,239.81
8/31/2016,2038.176,4120.29,,4120.29,,,2038.176,,0.26,21.164,,240.301,240.301
9/30/2016,2036.982,4121.06,,4121.06,,,2036.982,,0.18,21.219,,241.002,241.002
10/31/2016,2021.401,4045.89,,4045.89,,,2021.401,,0.24,21.274,,241.863,241.863
11/30/2016,1973.587,4195.73,,4195.73,,,1973.587,,0.29,21.313,,242.348,242.348
12/30/2016,1976.37,4278.66,,4278.66,,,1976.37,,0.41,21.364,,243.032,243.032
